[rootfs] target : build/output/rootfs
Preparing to unpack .../11-openssh-sftp-server_1%3a9.6p1-3ubuntu13.18_amd64.deb ...
Unpacking openssh-sftp-server (1:9.6p1-3ubuntu13.18) ...
Selecting previously unselected package ucf.
Preparing to unpack .../12-ucf_3.0043+nmu1_all.deb ...
Moving old data out of the way
Unpacking ucf (3.0043+nmu1) ...
Selecting previously unselected package libwrap0:amd64.
Preparing to unpack .../13-libwrap0_7.6.q-33_amd64.deb ...
Unpacking libwrap0:amd64 (7.6.q-33) ...
Selecting previously unselected package openssh-server.
Preparing to unpack .../14-openssh-server_1%3a9.6p1-3ubuntu13.18_amd64.deb ...
Unpacking openssh-server (1:9.6p1-3ubuntu13.18) ...
Preparing to unpack .../15-libsmartcols1_2.39.3-9ubuntu6.5_amd64.deb ...
Unpacking libsmartcols1:amd64 (2.39.3-9ubuntu6.5) over (2.39.3-9ubuntu6) ...
Setting up libsmartcols1:amd64 (2.39.3-9ubuntu6.5) ...
Selecting previously unselected package apt-utils.
(Reading database ... (Reading database ... 5%(Reading database ... 10%(Reading database ... 15%(Reading database ... 20%(Reading database ... 25%(Reading database ... 30%(Reading database ... 35%(Reading database ... 40%(Reading database ... 45%(Reading database ... 50%(Reading database ... 55%(Reading database ... 60%(Reading database ... 65%(Reading database ... 70%(Reading database ... 75%(Reading database ... 80%(Reading database ... 85%(Reading database ... 90%(Reading database ... 95%(Reading database ... 100%(Reading database ... 7009 files and directories currently installed.)
Preparing to unpack .../00-apt-utils_2.8.3_amd64.deb ...
Unpacking apt-utils (2.8.3) ...
Selecting previously unselected package openssl.
Preparing to unpack .../01-openssl_3.0.13-0ubuntu3.12_amd64.deb ...
Unpacking openssl (3.0.13-0ubuntu3.12) ...
Selecting previously unselected package ca-certificates.
Preparing to unpack .../02-ca-certificates_20260601~24.04.1_all.deb ...
Unpacking ca-certificates (20260601~24.04.1) ...
Selecting previously unselected package libelf1t64:amd64.
Preparing to unpack .../03-libelf1t64_0.190-1.1ubuntu0.1_amd64.deb ...
Unpacking libelf1t64:amd64 (0.190-1.1ubuntu0.1) ...
Selecting previously unselected package libbpf1:amd64.
Preparing to unpack .../04-libbpf1_1%3a1.3.0-2build2_amd64.deb ...
Unpacking libbpf1:amd64 (1:1.3.0-2build2) ...
Selecting previously unselected package libmnl0:amd64.
Preparing to unpack .../05-libmnl0_1.0.5-2build1_amd64.deb ...
Unpacking libmnl0:amd64 (1.0.5-2build1) ...
Selecting previously unselected package libxtables12:amd64.
Preparing to unpack .../06-libxtables12_1.8.10-3ubuntu2_amd64.deb ...
Unpacking libxtables12:amd64 (1.8.10-3ubuntu2) ...
Selecting previously unselected package libcap2-bin.
Preparing to unpack .../07-libcap2-bin_1%3a2.66-5ubuntu2.4_amd64.deb ...
Unpacking libcap2-bin (1:2.66-5ubuntu2.4) ...
Selecting previously unselected package iproute2.
Preparing to unpack .../08-iproute2_6.1.0-1ubuntu6.4_amd64.deb ...
Unpacking iproute2 (6.1.0-1ubuntu6.4) ...
Selecting previously unselected package libglib2.0-0t64:amd64.
Preparing to unpack .../09-libglib2.0-0t64_2.80.0-6ubuntu3.8_amd64.deb ...
Unpacking libglib2.0-0t64:amd64 (2.80.0-6ubuntu3.8) ...
Selecting previously unselected package libyaml-0-2:amd64.
Preparing to unpack .../10-libyaml-0-2_0.2.5-1build1_amd64.deb ...
Unpacking libyaml-0-2:amd64 (0.2.5-1build1) ...
Selecting previously unselected package libnetplan1:amd64.
Preparing to unpack .../11-libnetplan1_1.1.2-8ubuntu1~24.04.2_amd64.deb ...
Unpacking libnetplan1:amd64 (1.1.2-8ubuntu1~24.04.2) ...
Selecting previously unselected package netplan-generator.
Preparing to unpack .../12-netplan-generator_1.1.2-8ubuntu1~24.04.2_amd64.deb ...
Adding 'diversion of /lib/systemd/system-generators/netplan to /lib/systemd/system-generators/netplan.usr-is-merged by netplan-generator'
Unpacking netplan-generator (1.1.2-8ubuntu1~24.04.2) ...
Selecting previously unselected package ethtool.
Preparing to unpack .../13-ethtool_1%3a6.7-1build1_amd64.deb ...
Unpacking ethtool (1:6.7-1build1) ...
Selecting previously unselected package python3-cffi-backend:amd64.
Preparing to unpack .../14-python3-cffi-backend_1.16.0-2build1_amd64.deb ...
Unpacking python3-cffi-backend:amd64 (1.16.0-2build1) ...
Selecting previously unselected package python3-netplan.
Preparing to unpack .../15-python3-netplan_1.1.2-8ubuntu1~24.04.2_amd64.deb ...
Unpacking python3-netplan (1.1.2-8ubuntu1~24.04.2) ...
Selecting previously unselected package python3-yaml.
Preparing to unpack .../16-python3-yaml_6.0.1-2build2_amd64.deb ...
Unpacking python3-yaml (6.0.1-2build2) ...
Selecting previously unselected package udev.
Preparing to unpack .../17-udev_255.4-1ubuntu8.17_amd64.deb ...
Unpacking udev (255.4-1ubuntu8.17) ...
Selecting previously unselected package netplan.io.
Preparing to unpack .../18-netplan.io_1.1.2-8ubuntu1~24.04.2_amd64.deb ...
Unpacking netplan.io (1.1.2-8ubuntu1~24.04.2) ...
Selecting previously unselected package vim-common.
Preparing to unpack .../19-vim-common_2%3a9.1.0016-1ubuntu7.19_all.deb ...
Unpacking vim-common (2:9.1.0016-1ubuntu7.19) ...
Selecting previously unselected package vim-tiny.
Preparing to unpack .../20-vim-tiny_2%3a9.1.0016-1ubuntu7.19_amd64.deb ...
Unpacking vim-tiny (2:9.1.0016-1ubuntu7.19) ...
Selecting previously unselected package libnghttp2-14:amd64.
Preparing to unpack .../21-libnghttp2-14_1.59.0-1ubuntu0.4_amd64.deb ...
Unpacking libnghttp2-14:amd64 (1.59.0-1ubuntu0.4) ...
Selecting previously unselected package libpsl5t64:amd64.
Preparing to unpack .../22-libpsl5t64_0.21.2-1.1build1_amd64.deb ...
Unpacking libpsl5t64:amd64 (0.21.2-1.1build1) ...
Selecting previously unselected package libbrotli1:amd64.
Preparing to unpack .../23-libbrotli1_1.1.0-2build2_amd64.deb ...
Unpacking libbrotli1:amd64 (1.1.0-2build2) ...
Selecting previously unselected package libsasl2-modules-db:amd64.
Preparing to unpack .../24-libsasl2-modules-db_2.1.28+dfsg1-5ubuntu3.1_amd64.deb ...
Unpacking libsasl2-modules-db:amd64 (2.1.28+dfsg1-5ubuntu3.1) ...
Selecting previously unselected package libsasl2-2:amd64.
Preparing to unpack .../25-libsasl2-2_2.1.28+dfsg1-5ubuntu3.1_amd64.deb ...
Unpacking libsasl2-2:amd64 (2.1.28+dfsg1-5ubuntu3.1) ...
Selecting previously unselected package libldap2:amd64.
Preparing to unpack .../26-libldap2_2.6.10+dfsg-0ubuntu0.24.04.1_amd64.deb ...
Unpacking libldap2:amd64 (2.6.10+dfsg-0ubuntu0.24.04.1) ...
Selecting previously unselected package librtmp1:amd64.
Preparing to unpack .../27-librtmp1_2.4+20151223.gitfa8646d.1-2build7_amd64.deb ...
Unpacking librtmp1:amd64 (2.4+20151223.gitfa8646d.1-2build7) ...
Selecting previously unselected package libssh-4:amd64.
Preparing to unpack .../28-libssh-4_0.10.6-2ubuntu0.4_amd64.deb ...
Unpacking libssh-4:amd64 (0.10.6-2ubuntu0.4) ...
Selecting previously unselected package libcurl4t64:amd64.
Preparing to unpack .../29-libcurl4t64_8.5.0-2ubuntu10.12_amd64.deb ...
Unpacking libcurl4t64:amd64 (8.5.0-2ubuntu10.12) ...
Selecting previously unselected package curl.
Preparing to unpack .../30-curl_8.5.0-2ubuntu10.12_amd64.deb ...
Unpacking curl (8.5.0-2ubuntu10.12) ...
Selecting previously unselected package gpgconf.
Preparing to unpack .../31-gpgconf_2.4.4-2ubuntu17.4_amd64.deb ...
Unpacking gpgconf (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package libksba8:amd64.
Preparing to unpack .../32-libksba8_1.6.6-1build1_amd64.deb ...
Unpacking libksba8:amd64 (1.6.6-1build1) ...
Selecting previously unselected package dirmngr.
Preparing to unpack .../33-dirmngr_2.4.4-2ubuntu17.4_amd64.deb ...
Unpacking dirmngr (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package gnupg-utils.
Preparing to unpack .../34-gnupg-utils_2.4.4-2ubuntu17.4_amd64.deb ...
Unpacking gnupg-utils (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package gpg.
Preparing to unpack .../35-gpg_2.4.4-2ubuntu17.4_amd64.deb ...
Unpacking gpg (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package pinentry-curses.
Preparing to unpack .../36-pinentry-curses_1.2.1-3ubuntu5_amd64.deb ...
Unpacking pinentry-curses (1.2.1-3ubuntu5) ...
Selecting previously unselected package gpg-agent.
Preparing to unpack .../37-gpg-agent_2.4.4-2ubuntu17.4_amd64.deb ...
Unpacking gpg-agent (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package gpgsm.
Preparing to unpack .../38-gpgsm_2.4.4-2ubuntu17.4_amd64.deb ...
Unpacking gpgsm (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package keyboxd.
Preparing to unpack .../39-keyboxd_2.4.4-2ubuntu17.4_amd64.deb ...
Unpacking keyboxd (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package gnupg.
Preparing to unpack .../40-gnupg_2.4.4-2ubuntu17.4_all.deb ...
Unpacking gnupg (2.4.4-2ubuntu17.4) ...
Selecting previously unselected package iucode-tool.
Preparing to unpack .../41-iucode-tool_2.3.1-3build1_amd64.deb ...
Unpacking iucode-tool (2.3.1-3build1) ...
Selecting previously unselected package linux-firmware.
Preparing to unpack .../42-linux-firmware_20240318.git3b128b60-0ubuntu2.29_amd64.deb ...
Unpacking linux-firmware (20240318.git3b128b60-0ubuntu2.29) ...
Selecting previously unselected package amd64-microcode.
Preparing to unpack .../43-amd64-microcode_3.20251202.1ubuntu0.24.04.1_amd64.deb ...
Unpacking amd64-microcode (3.20251202.1ubuntu0.24.04.1) ...
Selecting previously unselected package intel-microcode.
Preparing to unpack .../44-intel-microcode_3.20260210.0ubuntu0.24.04.1_amd64.deb ...
Unpacking intel-microcode (3.20260210.0ubuntu0.24.04.1) ...
Setting up libksba8:amd64 (1.6.6-1build1) ...
Setting up pinentry-curses (1.2.1-3ubuntu5) ...
Setting up media-types (10.1.0) ...
Setting up systemd-sysv (255.4-1ubuntu8.17) ...
Setting up libkeyutils1:amd64 (1.6.3-3build1) ...
Setting up iucode-tool (2.3.1-3build1) ...
Setting up linux-firmware (20240318.git3b128b60-0ubuntu2.29) ...
Setting up libcbor0.10:amd64 (0.10.2-1.2ubuntu2) ...
Setting up libyaml-0-2:amd64 (0.2.5-1build1) ...
Setting up intel-microcode (3.20260210.0ubuntu0.24.04.1) ...
intel-microcode: initramfs support missing
Setting up libbrotli1:amd64 (1.1.0-2build2) ...
Setting up libsqlite3-0:amd64 (3.45.1-1ubuntu2.7) ...
Setting up libpsl5t64:amd64 (0.21.2-1.1build1) ...
Setting up libnghttp2-14:amd64 (1.59.0-1ubuntu0.4) ...
Setting up amd64-microcode (3.20251202.1ubuntu0.24.04.1) ...
amd64-microcode: initramfs support missing
Setting up libelf1t64:amd64 (0.190-1.1ubuntu0.1) ...
Setting up libkrb5support0:amd64 (1.20.1-6ubuntu2.8) ...
Setting up tzdata (2026c-0ubuntu0.24.04.1) ...

Current default time zone: 'Etc/UTC'
Local time is now:      Mon Aug 24 08:43:53 UTC 2026.
Universal Time is now:  Mon Aug 24 08:43:53 UTC 2026.
Run 'dpkg-reconfigure tzdata' if you wish to change it.

Setting up libcap2-bin (1:2.66-5ubuntu2.4) ...
Setting up libglib2.0-0t64:amd64 (2.80.0-6ubuntu3.8) ...
No schema files found: doing nothing.
Setting up vim-common (2:9.1.0016-1ubuntu7.19) ...
Setting up libwrap0:amd64 (7.6.q-33) ...
Setting up librtmp1:amd64 (2.4+20151223.gitfa8646d.1-2build7) ...
Setting up libmnl0:amd64 (1.0.5-2build1) ...
Setting up udev (255.4-1ubuntu8.17) ...
Creating group 'input' with GID 997.
Creating group 'sgx' with GID 996.
Creating group 'kvm' with GID 995.
Creating group 'render' with GID 994.
Setting up ucf (3.0043+nmu1) ...
Setting up libk5crypto3:amd64 (1.20.1-6ubuntu2.8) ...
Setting up libxtables12:amd64 (1.8.10-3ubuntu2) ...
Setting up libdb5.3t64:amd64 (5.3.28+dfsg2-7) ...
Setting up netbase (6.4) ...
Setting up libkrb5-3:amd64 (1.20.1-6ubuntu2.8) ...
Setting up libfido2-1:amd64 (1.14.0-1build3) ...
Setting up openssl (3.0.13-0ubuntu3.12) ...
Setting up libbsd0:amd64 (0.12.1-1build1.1) ...
Setting up readline-common (8.2-4build1) ...
Setting up libbpf1:amd64 (1:1.3.0-2build2) ...
Setting up ethtool (1:6.7-1build1) ...
Setting up gnupg-utils (2.4.4-2ubuntu17.4) ...
Setting up apt-utils (2.8.3) ...
Setting up iproute2 (6.1.0-1ubuntu6.4) ...
Setting up libedit2:amd64 (3.1-20230828-1build1) ...
Setting up vim-tiny (2:9.1.0016-1ubuntu7.19) ...
update-alternatives: using /usr/bin/vim.tiny to provide /usr/bin/editor (editor) in auto mode
update-alternatives: using /usr/bin/vim.tiny to provide /usr/bin/ex (ex) in auto mode
update-alternatives: using /usr/bin/vim.tiny to provide /usr/bin/rview (rview) in auto mode
update-alternatives: using /usr/bin/vim.tiny to provide /usr/bin/vi (vi) in auto mode
update-alternatives: using /usr/bin/vim.tiny to provide /usr/bin/view (view) in auto mode
Setting up libnetplan1:amd64 (1.1.2-8ubuntu1~24.04.2) ...
Setting up libsasl2-modules-db:amd64 (2.1.28+dfsg1-5ubuntu3.1) ...
Setting up ca-certificates (20260601~24.04.1) ...
Updating certificates in /etc/ssl/certs...
121 added, 0 removed; done.
Setting up libgssapi-krb5-2:amd64 (1.20.1-6ubuntu2.8) ...
Setting up libsasl2-2:amd64 (2.1.28+dfsg1-5ubuntu3.1) ...
Setting up libssh-4:amd64 (0.10.6-2ubuntu0.4) ...
Setting up libreadline8t64:amd64 (8.2-4build1) ...
Setting up gpgconf (2.4.4-2ubuntu17.4) ...
Setting up netplan-generator (1.1.2-8ubuntu1~24.04.2) ...
Removing 'diversion of /lib/systemd/system-generators/netplan to /lib/systemd/system-generators/netplan.usr-is-merged by netplan-generator'
Setting up libldap2:amd64 (2.6.10+dfsg-0ubuntu0.24.04.1) ...
Setting up gpg (2.4.4-2ubuntu17.4) ...
Setting up gpg-agent (2.4.4-2ubuntu17.4) ...
Created symlink /etc/systemd/user/sockets.target.wants/gpg-agent.socket → /usr/lib/systemd/user/gpg-agent.socket.
Created symlink /etc/systemd/user/sockets.target.wants/gpg-agent-ssh.socket → /usr/lib/systemd/user/gpg-agent-ssh.socket.
Created symlink /etc/systemd/user/sockets.target.wants/gpg-agent-extra.socket → /usr/lib/systemd/user/gpg-agent-extra.socket.
Created symlink /etc/systemd/user/sockets.target.wants/gpg-agent-browser.socket → /usr/lib/systemd/user/gpg-agent-browser.socket.
Setting up libpython3.12-stdlib:amd64 (3.12.3-1ubuntu0.15) ...
Setting up libcurl4t64:amd64 (8.5.0-2ubuntu10.12) ...
Setting up openssh-client (1:9.6p1-3ubuntu13.18) ...
Setting up python3.12 (3.12.3-1ubuntu0.15) ...
Setting up gpgsm (2.4.4-2ubuntu17.4) ...
Setting up dirmngr (2.4.4-2ubuntu17.4) ...
Created symlink /etc/systemd/user/sockets.target.wants/dirmngr.socket → /usr/lib/systemd/user/dirmngr.socket.
Setting up keyboxd (2.4.4-2ubuntu17.4) ...
Created symlink /etc/systemd/user/sockets.target.wants/keyboxd.socket → /usr/lib/systemd/user/keyboxd.socket.
Setting up gnupg (2.4.4-2ubuntu17.4) ...
Setting up curl (8.5.0-2ubuntu10.12) ...
Setting up libpython3-stdlib:amd64 (3.12.3-0ubuntu2.1) ...
Setting up openssh-sftp-server (1:9.6p1-3ubuntu13.18) ...
Setting up openssh-server (1:9.6p1-3ubuntu13.18) ...

Creating config file /etc/ssh/sshd_config with new version
Creating SSH2 RSA key; this may take some time ...
3072 SHA256:Y6RtrwlwrSyehUZs6HctcfP1uf43768DwKxxobPLWAI root@runnervm76f27 (RSA)
Creating SSH2 ECDSA key; this may take some time ...
256 SHA256:paCGOdWpx8bviMP+LLYMgDjP3C8mHJxWy1U60pejgo4 root@runnervm76f27 (ECDSA)
Creating SSH2 ED25519 key; this may take some time ...
256 SHA256:Oj81jq6jh4toJDDGSSXvnSzX7HvIusAxERVDLTolPqA root@runnervm76f27 (ED25519)
Running in chroot, ignoring request.
Created symlink /etc/systemd/system/sockets.target.wants/ssh.socket → /usr/lib/systemd/system/ssh.socket.
Created symlink /etc/systemd/system/ssh.service.requires/ssh.socket → /usr/lib/systemd/system/ssh.socket.
Setting up python3 (3.12.3-0ubuntu2.1) ...
Setting up python3-cffi-backend:amd64 (1.16.0-2build1) ...
Setting up python3-yaml (6.0.1-2build2) ...
Setting up python3-netplan (1.1.2-8ubuntu1~24.04.2) ...
Setting up netplan.io (1.1.2-8ubuntu1~24.04.2) ...
Processing triggers for libc-bin (2.39-0ubuntu8) ...
Processing triggers for ca-certificates (20260601~24.04.1) ...
Updating certificates in /etc/ssl/certs...
0 added, 0 removed; done.
Running hooks in /etc/ca-certificates/update.d...
done.
mozilla apt repo staged for firefox install
Reading package lists...
Building dependency tree...
Reading state information...
E: Unable to locate package fastfetch
